id,stargazerCount,nameWithOwner,url,createdAt,releases,ageinyears,LOC,CBO,DIT,LCOM
MDEwOlJlcG9zaXRvcnkxMzI0NjQzOTU=,126887,Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,2018-05-07T13:27:00Z,0,4.33,0.0,,,
MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,76559,iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,2014-08-09T16:45:18Z,0,8.07,32463.0,3.0,1.0,0.0
