file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\repository\function\Function.java,com.alibaba.druid.sql.repository.function.Function,interface,2,3,1,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLSyncMetaStatement.java,com.alibaba.druid.sql.ast.statement.SQLSyncMetaStatement,class,4,4,0,4,10,2,0,3,20,0.7222222,0.0,0.0,9,0,8,0,1,0,9,0,0,0,4,0,0,4,0,0,0,0,0,37,4,0,0,0,0,0,0,4,0,4,1,0,0,0,27,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\pool\DruidPooledCallableStatement.java,com.alibaba.druid.pool.DruidPooledCallableStatement,class,9,11,2,9,232,4,0,118,0,0.008547009,0.0,0.0,117,0,116,1,0,0,116,0,0,0,1,0,0,1,0,0,0,0,0,926,67,0,2,111,0,1,0,8,0,7,2,0,0,0,88,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\druid-spring-boot-starter\src\main\java\com\alibaba\druid\spring\boot\autoconfigure\DruidDataSourceAutoConfigure.java,com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure,class,18,19,1,18,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,7,1,0,0,0,0,2,0,1,0,1,0,0,0,0,16,1,1
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\pool\DruidDataSource.java,com.alibaba.druid.pool.DruidDataSource$DestroyTask,innerclass,2,2,0,2,3,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\postgresql\ast\stmt\PGFunctionTableSource.java,com.alibaba.druid.sql.dialect.postgresql.ast.stmt.PGFunctionTableSource,class,8,14,6,8,11,2,0,11,9,0.5,0.0,0.0,6,0,5,0,1,0,6,0,0,0,1,0,0,1,0,0,1,0,0,41,2,2,2,0,0,0,0,5,0,4,2,0,0,0,28,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\postgresql\ast\stmt\PGSQLStatement.java,com.alibaba.druid.sql.dialect.postgresql.ast.stmt.PGSQLStatement,interface,2,12,10,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\pool\vendor\OceanBaseValidConnectionChecker.java,com.alibaba.druid.pool.vendor.OceanBaseValidConnectionChecker,class,3,4,1,3,10,2,0,8,0,0.44444445,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,2,43,2,0,3,1,0,2,1,8,0,4,3,0,0,0,35,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\support\ibatis\SpringIbatisBeanTypeAutoProxyCreator.java,com.alibaba.druid.support.ibatis.SpringIbatisBeanTypeAutoProxyCreator,class,9,10,1,9,12,2,0,12,6,0.75,0.0,0.0,5,0,2,0,3,0,5,0,0,0,4,2,0,4,0,0,3,0,0,47,9,1,0,1,0,3,1,6,0,5,3,0,0,0,82,1,1
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTriggerStatement.java,com.alibaba.druid.sql.ast.statement.SQLDropTriggerStatement,class,9,10,1,9,12,2,0,5,14,0.6111111,0.0,0.0,9,0,8,0,1,0,9,0,0,0,2,0,0,2,0,0,0,0,0,41,5,0,2,0,0,0,0,3,0,3,1,0,0,0,35,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableAlterColumn.java,com.alibaba.druid.sql.ast.statement.SQLAlterTableAlterColumn,class,8,8,0,8,23,2,0,5,145,0.8947369,0.0,0.0,19,0,18,0,1,0,19,0,0,0,10,0,0,10,0,0,0,0,0,82,9,0,3,0,0,0,0,9,0,10,1,0,0,0,41,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\Constants.java,com.alibaba.druid.Constants,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,4,0,0,0,0,0,2,0,2,0,2,0,0,0,0,20,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\stmt\OracleSelectPivot.java,com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleSelectPivot$Item,innerclass,4,4,0,4,10,3,0,7,3,0.5,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,35,3,0,2,0,0,0,0,3,0,3,1,0,0,0,23,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\druid-admin\src\main\java\com\alibaba\druid\admin\config\MonitorProperties.java,com.alibaba.druid.admin.config.MonitorProperties,class,2,4,2,2,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,7,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\proxy\jdbc\ResultSetMetaDataProxyImpl.java,com.alibaba.druid.proxy.jdbc.ResultSetMetaDataProxyImpl,class,7,9,2,7,27,2,0,27,315,0.9102564,0.0,0.0,26,0,26,0,0,0,26,0,0,0,3,0,0,3,0,0,2,0,0,156,24,0,1,0,0,0,0,48,0,46,1,0,0,0,51,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\postgresql\ast\stmt\PGUpdateStatement.java,com.alibaba.druid.sql.dialect.postgresql.ast.stmt.PGUpdateStatement,class,5,12,7,5,7,2,0,5,8,0.6,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,25,2,0,0,0,0,0,0,1,0,1,1,0,0,0,18,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\support\ibatis\SqlMapExecutorWrapper.java,com.alibaba.druid.support.ibatis.SqlMapExecutorWrapper,class,7,10,3,7,25,1,2,14,0,0.3188406,0.0,0.0,23,0,23,0,0,0,23,0,0,0,3,0,0,1,2,0,2,0,22,117,19,0,2,0,0,8,0,3,0,3,0,0,0,0,39,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\proxy\jdbc\PreparedStatementProxy.java,com.alibaba.druid.proxy.jdbc.PreparedStatementProxy,interface,2,13,11,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleSQLObjectImpl.java,com.alibaba.druid.sql.dialect.oracle.ast.OracleSQLObjectImpl,class,8,50,42,8,8,2,53,6,15,0.0,0.0,0.0,6,0,5,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,1,0,0,0,0,0,1,0,0,0,23,1025,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterOutlineStatement.java,com.alibaba.druid.sql.ast.statement.SQLAlterOutlineStatement,class,7,7,0,7,15,3,0,5,48,0.7916667,0.0,0.0,12,0,11,0,1,0,12,0,0,0,4,0,0,4,0,0,0,0,0,51,5,0,2,0,0,0,0,5,0,5,1,0,0,0,33,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\presto\visitor\PrestoOutputVisitor.java,com.alibaba.druid.sql.dialect.presto.visitor.PrestoOutputVisitor,class,3,4,1,3,6,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,4,0,0,0,0,1,0,0,0,26,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\SQLDataType.java,com.alibaba.druid.sql.ast.SQLDataType,interface,4,54,50,4,16,1,0,0,120,0.0,0.0,0.0,16,0,2,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlShowJobStatusStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowJobStatusStatement,class,4,8,4,4,7,3,0,3,7,0.5833334,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,24,2,0,0,0,0,0,0,2,0,2,1,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsDeclareVariableStatement.java,com.alibaba.druid.sql.dialect.odps.ast.OdpsDeclareVariableStatement,class,4,6,2,4,12,3,0,4,12,0.6296297,0.0,0.0,9,0,8,0,1,0,9,0,0,0,3,0,0,3,0,0,0,0,0,42,3,0,2,0,0,0,0,5,0,3,1,0,0,0,28,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\visitor\SQLSubQueryGroupVisitor.java,com.alibaba.druid.sql.visitor.SQLSubQueryGroupVisitor,class,3,3,0,3,4,2,0,7,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,1,1,0,1,0,0,21,2,0,1,0,0,0,0,6,0,5,1,0,0,0,29,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\mock\MockArray.java,com.alibaba.druid.mock.MockArray,class,1,2,1,1,12,1,0,0,66,0.9166667,0.0,0.0,12,0,12,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,37,10,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlSubPartitionByValue.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlSubPartitionByValue,class,8,13,5,8,17,2,0,13,1,0.2857143,0.0,0.0,7,0,6,0,1,0,7,0,0,0,1,0,0,1,0,0,0,0,0,58,5,3,3,0,3,1,0,4,1,4,5,0,0,0,44,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\expr\SQLCaseStatement.java,com.alibaba.druid.sql.ast.expr.SQLCaseStatement,class,8,9,1,8,29,4,0,16,0,0.4333333,0.0,0.0,10,0,9,0,1,0,10,0,0,0,3,0,0,3,0,0,1,0,0,157,10,2,17,0,2,0,4,8,4,6,4,0,1,0,38,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\stmt\OracleContinueStatement.java,com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleContinueStatement,class,3,9,6,3,7,3,0,4,2,0.5,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,25,2,0,1,0,0,0,0,2,0,2,1,0,0,0,22,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\repository\SchemaObjectType.java,com.alibaba.druid.sql.repository.SchemaObjectType,enum,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\DrdsRemoveDDLJob.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.DrdsRemoveDDLJob,class,3,3,0,3,7,2,0,3,15,0.7142857,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,27,3,0,0,0,0,0,0,3,0,3,0,0,0,0,32,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlShowContributorsStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowContributorsStatement,class,3,3,0,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterViewStatement.java,com.alibaba.druid.sql.ast.statement.SQLAlterViewStatement,class,14,15,1,14,55,2,0,21,492,0.8952992,0.0,0.0,36,0,35,0,1,0,36,0,0,0,13,0,0,6,7,0,1,0,0,198,23,1,15,0,2,0,0,27,0,19,1,0,0,0,72,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\expr\OracleIntervalExpr.java,com.alibaba.druid.sql.dialect.oracle.ast.expr.OracleIntervalExpr,class,11,17,6,11,52,2,0,16,54,0.6984127,0.0,0.0,21,0,20,0,1,0,21,0,0,0,6,0,0,6,0,0,0,0,1,161,27,0,26,0,12,0,8,21,12,10,2,0,0,0,47,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\postgresql\ast\stmt\PGAlterSchemaStatement.java,com.alibaba.druid.sql.dialect.postgresql.ast.stmt.PGAlterSchemaStatement,class,7,13,6,7,9,2,0,4,10,0.625,0.0,0.0,8,0,7,0,1,0,8,0,0,0,3,0,0,3,0,0,0,0,0,34,3,0,0,0,0,0,0,3,0,3,1,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\visitor\PrintableVisitor.java,com.alibaba.druid.sql.visitor.PrintableVisitor,interface,1,3,2,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\DrdsShowGlobalIndex.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.DrdsShowGlobalIndex,class,4,4,0,4,3,2,0,3,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\expr\OracleSysdateExpr.java,com.alibaba.druid.sql.dialect.oracle.ast.expr.OracleSysdateExpr,class,6,14,8,6,6,3,0,4,9,0.5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,2,24,4,0,0,0,0,0,0,3,0,2,0,0,0,0,24,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlShowDsStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowDsStatement,class,6,10,4,6,8,3,0,3,3,0.5714286,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,31,3,0,0,0,0,0,0,3,0,3,1,0,0,0,26,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\parser\SQLCreateTableParser.java,com.alibaba.druid.sql.parser.SQLCreateTableParser,class,18,26,8,18,44,4,4,38,28,0.0,0.0,0.0,8,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,144,4,1,22,0,0,9,0,15,4,11,4,0,0,0,50,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLockTableStatement.java,com.alibaba.druid.sql.ast.statement.SQLLockTableStatement,interface,1,2,1,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsStatementParser.java,com.alibaba.druid.sql.dialect.odps.parser.OdpsStatementParser,class,89,91,2,89,284,3,0,174,210,0.0,0.0,0.0,21,0,18,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1242,77,5,133,1,3,113,3,159,4,123,5,0,0,0,158,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlStatement,interface,2,8,6,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLShowGrantsStatement.java,com.alibaba.druid.sql.ast.statement.SQLShowGrantsStatement,class,4,4,0,4,8,2,0,4,2,0.5,0.0,0.0,5,0,4,0,1,0,5,0,0,0,2,0,0,0,2,0,0,0,0,28,2,0,2,0,0,0,0,2,0,2,1,0,0,0,23,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlShowSequencesStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowSequencesStatement,class,6,10,4,6,8,3,0,3,3,0.5714286,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,31,3,0,0,0,0,0,0,3,0,3,1,0,0,0,26,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\druid-admin\src\main\java\com\alibaba\druid\admin\model\dto\SqlListResult.java,com.alibaba.druid.admin.model.dto.SqlListResult$ContentBean,innerclass,3,3,0,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,46,0,0,0,0,0,41,0,0,0,44,0,0,0,0,63,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\proxy\jdbc\JdbcParameter.java,com.alibaba.druid.proxy.jdbc.JdbcParameter,interface,0,14,14,0,4,1,0,0,6,1.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,5,5,5,0,0,0,5,0,0,20,0,0,0,0,0,0,5,5,0,5,0,0,1,0,19,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLShowSessionStatement.java,com.alibaba.druid.sql.ast.statement.SQLShowSessionStatement,class,6,7,1,6,8,2,0,4,0,0.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,26,3,0,3,0,0,0,0,1,0,1,2,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\visitor\functions\Lpad.java,com.alibaba.druid.sql.visitor.functions.Lpad,class,5,6,1,5,7,1,0,9,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,33,4,1,4,0,1,0,5,14,1,13,1,0,0,0,34,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\sqlserver\visitor\SQLServerASTVisitorAdapter.java,com.alibaba.druid.sql.dialect.sqlserver.visitor.SQLServerASTVisitorAdapter,class,2,5,3,2,0,2,3,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\pool\DruidPooledPreparedStatement.java,com.alibaba.druid.pool.DruidPooledPreparedStatement,class,11,15,4,11,159,3,1,105,0,0.90844446,0.0,0.0,75,0,72,0,1,2,75,0,0,0,15,1,0,15,0,0,4,0,0,840,22,0,12,62,0,6,6,34,1,21,3,0,1,0,131,1,5
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\support\ibatis\SqlMapClientImplWrapper.java,com.alibaba.druid.support.ibatis.SqlMapClientImplWrapper,class,12,15,3,12,39,2,0,48,484,0.9375,0.0,0.0,32,0,31,0,1,0,32,0,0,0,3,1,0,3,0,0,0,0,9,164,24,0,4,3,2,9,3,13,0,10,2,0,1,0,72,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLShowCatalogsStatement.java,com.alibaba.druid.sql.ast.statement.SQLShowCatalogsStatement,class,6,7,1,6,8,2,0,4,0,0.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,26,3,0,3,0,0,0,0,1,0,1,2,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\presto\parser\PrestoSelectParser.java,com.alibaba.druid.sql.dialect.presto.parser.PrestoSelectParser,class,13,15,2,13,38,3,0,36,15,0.0,0.0,0.0,6,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,131,5,0,18,0,0,2,0,11,0,10,2,0,0,0,34,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\stmt\OracleCreatePackageStatement.java,com.alibaba.druid.sql.dialect.oracle.ast.stmt.OracleCreatePackageStatement,class,6,14,8,6,14,3,0,8,17,0.675,0.0,0.0,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,1,0,0,54,5,1,2,0,0,0,0,8,0,6,1,0,0,0,36,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlShowPlanCacheStatusStatement.java,com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlShowPlanCacheStatusStatement,class,3,7,4,3,1,3,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\statement\SQLSavePointStatement.java,com.alibaba.druid.sql.ast.statement.SQLSavePointStatement,class,5,5,0,5,8,2,0,4,3,0.33333334,0.0,0.0,6,0,5,0,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,27,2,0,1,0,0,0,0,2,0,2,1,0,0,0,25,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\ast\expr\SQLFlashbackExpr.java,com.alibaba.druid.sql.ast.expr.SQLFlashbackExpr,class,8,9,1,8,24,3,0,11,0,0.375,0.0,0.0,12,0,11,0,1,0,12,0,0,0,2,0,0,2,0,0,0,0,1,70,11,0,12,0,1,0,3,8,2,5,2,0,1,0,45,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\druid\src\main\java\com\alibaba\druid\sql\parser\CharTypes.java,com.alibaba.druid.sql.parser.CharTypes,class,2,8,6,2,44,1,0,5,19,0.82857144,0.0,0.0,7,7,7,0,0,0,11,0,0,0,5,5,0,5,0,0,5,0,3,94,5,8,0,0,6,0,18,33,1,14,2,0,0,0,30,1,0
