file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Mixin.java,org.apache.dubbo.common.bytecode.Mixin,class,3,4,1,3,32,1,0,45,28,0.875,0.0,0.0,8,6,5,2,1,0,6,1,0,0,2,2,0,2,0,0,1,0,9,137,6,6,5,1,0,23,7,31,8,24,5,0,1,0,74,1025,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\extension\support\WrapperComparator.java,org.apache.dubbo.common.extension.support.WrapperComparator,class,5,6,1,5,11,1,0,9,1,1.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,43,6,0,4,0,0,1,6,14,0,11,1,0,1,0,31,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java,org.apache.dubbo.rpc.cluster.filter.FilterChainBuilder$ClusterFilterChainNode,innerclass,9,9,0,9,4,2,0,4,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\config\Environment.java,org.apache.dubbo.common.config.Environment,class,17,19,2,17,46,2,1,32,217,0.851613,0.0,0.0,31,0,30,1,0,0,30,0,0,0,15,2,1,12,2,0,2,0,6,203,18,0,9,1,0,7,0,38,1,21,3,0,0,0,153,1,2
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\reference\ReferenceCountedResource.java,org.apache.dubbo.common.reference.ReferenceCountedResource,class,2,3,1,2,7,1,0,8,4,0.75,0.0,0.0,4,0,3,0,1,0,4,1,3,0,3,2,0,3,0,0,2,0,1,31,4,0,1,0,0,3,4,5,0,5,1,0,0,0,61,1025,1
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\logger\Level.java,org.apache.dubbo.common.logger.Level,enum,0,6,6,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\status\reporter\FrameworkStatusReportService.java,org.apache.dubbo.common.status.reporter.FrameworkStatusReportService,class,7,9,2,7,13,1,0,13,18,0.7962963,0.0,0.0,9,0,8,1,0,0,8,0,0,0,6,4,3,3,0,0,4,0,4,64,4,1,0,1,0,23,1,9,1,9,3,0,0,0,50,1,1
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\api\Greeting.java,org.apache.dubbo.config.api.Greeting,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\bootstrap\builders\RegistryBuilderTest.java,org.apache.dubbo.config.bootstrap.builders.RegistryBuilderTest,class,3,3,0,3,26,1,0,60,325,0.0,0.0,0.0,26,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,2,166,0,0,0,0,0,71,16,31,0,31,0,0,0,0,41,0,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\demo\MultiClassLoaderServiceRequest.java,demo.MultiClassLoaderServiceRequest,class,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\reference\javaconfig\JavaConfigReferenceBeanTest.java,org.apache.dubbo.config.spring.reference.javaconfig.JavaConfigReferenceBeanTest$MissingInterfaceTypeAnnotationBeanConfiguration,innerclass,5,5,0,5,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\merger\LongArrayMerger.java,org.apache.dubbo.rpc.cluster.merger.LongArrayMerger,class,2,2,0,2,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\test\java\org\apache\dubbo\cache\MyCache.java,org.apache.dubbo.cache.MyCache,class,2,3,1,2,3,1,0,2,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\director\FooAppProvider.java,org.apache.dubbo.common.extension.director.FooAppProvider,interface,3,7,4,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\test\java\org\apache\dubbo\service\MockInvocation.java,org.apache.dubbo.service.MockInvocation,class,6,7,1,6,28,1,0,7,277,0.7962963,0.0,0.0,27,0,27,0,0,0,27,0,0,0,2,0,0,2,0,0,0,0,0,95,19,0,1,0,0,8,0,3,0,3,1,0,0,0,35,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\url\RpcConfigGetSetProxy.java,org.apache.dubbo.config.url.RpcConfigGetSetProxy,class,3,5,2,3,27,1,0,20,29,0.76,0.0,0.0,10,1,5,5,0,0,5,0,0,0,5,2,0,5,0,0,2,0,2,110,25,1,7,3,0,8,4,15,4,10,2,0,0,0,61,1,5
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\ext6_inject\impl\Ext6Impl2.java,org.apache.dubbo.common.extension.ext6_inject.impl.Ext6Impl2,class,2,2,0,2,3,1,0,0,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\logger\LoggerTest.java,org.apache.dubbo.common.logger.LoggerTest,class,10,10,0,10,3,1,0,19,3,0.0,0.0,0.0,3,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,0,22,0,4,0,4,0,0,0,0,18,1,15
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\ext6_inject\impl\Ext6Impl1.java,org.apache.dubbo.common.extension.ext6_inject.impl.Ext6Impl1,class,4,4,0,4,3,1,0,3,1,0.5,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,1,0,0,1,0,0,0,14,1,0,0,0,0,2,0,1,1,2,0,0,0,0,19,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\main\java\org\apache\dubbo\config\spring\ReferenceBean.java,org.apache.dubbo.config.spring.ReferenceBean$DubboReferenceLazyInitTargetSource,innerclass,2,2,0,2,2,2,0,2,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\ext9_empty\Ext9Empty.java,org.apache.dubbo.common.extension.ext9_empty.Ext9Empty,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\beans\factory\annotation\DubboConfigAliasPostProcessorTest.java,org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigAliasPostProcessorTest,class,3,3,0,3,1,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,0,24,0,0,0,1,0,2,2,3,0,3,1,0,1,0,19,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\activate\impl\OrderActivateExtImpl1.java,org.apache.dubbo.common.extension.activate.impl.OrderActivateExtImpl1,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\activate\impl\OrderActivateExtImpl2.java,org.apache.dubbo.common.extension.activate.impl.OrderActivateExtImpl2,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\mock\MockRegistry.java,org.apache.dubbo.config.mock.MockRegistry,class,4,6,2,4,9,1,0,5,34,0.7777778,0.0,0.0,9,1,9,0,0,0,9,0,0,0,1,1,0,0,0,1,0,0,0,29,4,0,0,0,0,4,1,3,0,2,0,0,0,0,38,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\loadbalance\AbstractLoadBalance.java,org.apache.dubbo.rpc.cluster.loadbalance.AbstractLoadBalance,class,7,19,12,7,14,1,6,15,6,0.0,0.0,0.0,4,1,1,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,4,43,6,0,1,0,4,0,11,9,3,6,4,0,0,0,49,1025,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\config\ConfigurationUtilsTest.java,org.apache.dubbo.common.config.ConfigurationUtilsTest,class,8,8,0,8,6,1,0,21,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,0,35,4,14,0,14,0,0,0,0,44,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\threadpool\manager\FrameworkExecutorRepositoryTest.java,org.apache.dubbo.common.threadpool.manager.FrameworkExecutorRepositoryTest$MockTask,innerclass,0,0,0,0,5,1,0,4,0,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,1,24,2,0,0,1,0,0,0,3,0,3,1,0,0,0,19,10,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\NoSuchPropertyException.java,org.apache.dubbo.common.bytecode.NoSuchPropertyException,class,0,2,2,0,2,4,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\convert\StringToDoubleConverter.java,org.apache.dubbo.common.convert.StringToDoubleConverter,class,1,2,1,1,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,27,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\main\java\com\alibaba\dubbo\qos\command\CommandContext.java,com.alibaba.dubbo.qos.command.CommandContext,class,1,2,1,1,3,2,0,7,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\main\java\org\apache\dubbo\config\bootstrap\builders\AbstractReferenceBuilder.java,org.apache.dubbo.config.bootstrap.builders.AbstractReferenceBuilder,class,5,10,5,5,21,4,0,13,33,0.8080809,0.0,0.0,11,0,11,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,0,86,10,0,6,0,0,0,0,11,0,9,1,0,0,0,53,1025,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\impl\NotifyService.java,org.apache.dubbo.config.spring.impl.NotifyService,class,0,3,3,0,3,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,3,0,3,0,0,0,0,0,11,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\main\java\com\alibaba\dubbo\rpc\cluster\Cluster.java,com.alibaba.dubbo.rpc.cluster.Cluster,interface,5,5,0,5,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\test\java\org\apache\dubbo\config\ApplicationConfigTest.java,org.apache.dubbo.config.ApplicationConfigTest,class,4,4,0,4,16,1,0,42,120,0.0,0.0,0.0,16,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,115,0,0,0,0,0,53,3,24,0,23,1,0,0,1,31,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\loadbalance\LoadBalanceBaseTest.java,org.apache.dubbo.rpc.cluster.loadbalance.LoadBalanceBaseTest$InvokeResult,innerclass,1,1,0,1,8,1,0,8,24,0.7916667,0.0,0.0,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,1,30,6,0,0,0,1,0,3,6,5,4,0,0,0,0,19,12,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLBuilder.java,org.apache.dubbo.common.URLBuilder,class,6,7,1,6,103,3,0,56,769,0.8088889,0.0,0.0,50,1,50,0,0,0,50,0,0,0,9,0,0,9,0,0,0,0,40,333,64,7,17,0,0,5,19,56,8,33,3,0,0,0,82,17,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\threadpool\support\limited\LimitedThreadPoolTest.java,org.apache.dubbo.common.threadpool.support.limited.LimitedThreadPoolTest,class,5,5,0,5,2,1,0,13,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,7,4,7,2,7,0,1,0,0,41,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\main\java\org\apache\dubbo\config\bootstrap\DubboBootstrapStartStopListener.java,org.apache.dubbo.config.bootstrap.DubboBootstrapStartStopListener,interface,2,3,1,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\wrapper\AbstractClusterTest.java,org.apache.dubbo.rpc.cluster.support.wrapper.AbstractClusterTest$DemoAbstractClusterInvoker,innerclass,8,8,0,8,3,2,0,1,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\issues\issue9172\MultipleConsumerAndProviderTest.java,org.apache.dubbo.config.spring.issues.issue9172.MultipleConsumerAndProviderTest$ConsumerConfiguration,innerclass,5,5,0,5,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,22,8,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\extension\DubboLoadingStrategy.java,org.apache.dubbo.common.extension.DubboLoadingStrategy,class,1,1,0,1,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,2,0,0,0,0,0,0,0,0,22,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\ConfigCenterConfigTest.java,org.apache.dubbo.config.ConfigCenterConfigTest,class,5,5,0,5,15,1,0,52,91,0.0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,162,0,0,0,3,0,54,17,26,3,26,1,0,0,0,49,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\ForkingClusterInvokerTest.java,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest,class,12,13,1,12,13,1,0,28,0,0.46428573,0.0,0.0,7,0,5,2,0,0,5,0,0,0,8,0,0,8,0,0,0,0,0,98,0,0,4,2,0,11,2,19,0,19,1,0,0,0,55,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\metrics\model\sample\MetricSample.java,org.apache.dubbo.common.metrics.model.sample.MetricSample$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\main\java\com\alibaba\dubbo\remoting\RemotingException.java,com.alibaba.dubbo.remoting.RemotingException,class,2,4,2,2,7,2,0,1,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\utils\CompatibleTypeUtils.java,org.apache.dubbo.common.utils.CompatibleTypeUtils,class,3,4,1,3,74,1,0,39,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,16,182,40,2,51,4,1,8,10,17,4,14,4,0,0,0,89,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\rpc\model\ScopeClassLoaderListener.java,org.apache.dubbo.rpc.model.ScopeClassLoaderListener,interface,1,2,1,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\main\java\org\apache\dubbo\config\spring\context\annotation\DubboConfigConfiguration.java,org.apache.dubbo.config.spring.context.annotation.DubboConfigConfiguration$Multiple,innerclass,12,12,0,12,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\config\AppStateRouter.java,org.apache.dubbo.rpc.cluster.router.condition.config.AppStateRouter,class,3,5,2,3,1,3,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,13,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\metadata\definition\service\ComplexObject.java,org.apache.dubbo.metadata.definition.service.ComplexObject$InnerObject3,innerclass,1,1,0,1,7,1,0,3,4,0.4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,2,21,6,0,1,0,1,2,0,2,2,2,1,0,0,0,16,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\samples\ZookeeperDubboSpringConsumerBootstrap.java,org.apache.dubbo.config.spring.samples.ZookeeperDubboSpringConsumerBootstrap,class,6,7,1,6,2,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,14,0,1,0,0,0,3,3,4,0,5,1,0,0,0,35,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\test\java\org\apache\dubbo\metadata\definition\service\ComplexObject.java,org.apache.dubbo.metadata.definition.service.ComplexObject$InnerObject2,innerclass,1,1,0,1,10,1,0,4,9,0.5714286,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,2,28,7,0,2,0,1,3,0,3,2,3,1,0,0,0,18,9,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\MergeableCluster.java,org.apache.dubbo.rpc.cluster.support.MergeableCluster,class,5,5,0,5,1,2,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,12,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-config\dubbo-config-api\src\test\java\demo\MultiClassLoaderServiceResult.java,demo.MultiClassLoaderServiceResult,class,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\merger\BooleanArrayMerger.java,org.apache.dubbo.rpc.cluster.merger.BooleanArrayMerger,class,2,2,0,2,6,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,2,2,2,0,0,0,4,5,0,3,2,0,0,0,11,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\utils\DubboAppender.java,org.apache.dubbo.common.utils.DubboAppender,class,4,6,2,4,7,2,0,15,0,0.5555556,0.0,0.0,6,3,5,1,0,0,5,0,0,0,3,3,2,1,0,0,1,0,0,33,1,0,0,0,0,1,0,7,0,5,1,0,0,0,31,1,0
H:\repositories\labPesquisa\Lab01S03-PythonScript\Lab02\src\metrics\..\..\repositories\dubbo\dubbo-compatible\src\test\java\org\apache\dubbo\filter\FilterTest.java,org.apache.dubbo.filter.FilterTest,class,10,11,1,10,4,1,0,7,1,0.33333334,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,23,0,0,0,1,0,3,1,6,0,6,1,0,0,0,19,1,0
