id,stargazerCount,nameWithOwner,url,createdAt,releases,ageinyears,LOC,CBO,DIT,LCOM
MDEwOlJlcG9zaXRvcnkyMTExMzM0OQ==,12174,daimajia/AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,2014-06-23T03:53:13Z,9,8.2,965.0,2.0,2.0,0.0
MDEwOlJlcG9zaXRvcnkyNzk1NDkyNw==,12164,ben-manes/caffeine,https://github.com/ben-manes/caffeine,2014-12-13T08:45:11Z,61,7.73,73639.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk4NzU5MTMz,12153,Netflix/zuul,https://github.com/Netflix/zuul,2013-03-13T18:53:57Z,5,9.48,18446.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1NjgyOTU4Mg==,12112,youth5201314/banner,https://github.com/youth5201314/banner,2016-04-22T05:50:25Z,0,6.37,2713.0,5.0,2.0,0.0
MDEwOlJlcG9zaXRvcnkxMTg0OTc4NDE=,12109,GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,2018-01-22T18:30:43Z,141,4.62,34666.0,5.0,1.0,0.33333334
MDEwOlJlcG9zaXRvcnk2MzU4MTg4,12001,apache/druid,https://github.com/apache/druid,2012-10-23T19:08:07Z,49,9.86,555780.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2Nzc3ODAzMQ==,11940,seaswalker/spring-analysis,https://github.com/seaswalker/spring-analysis,2016-09-09T07:46:32Z,0,5.98,378.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMTc5NjU5NzI=,11894,alibaba/DataX,https://github.com/alibaba/DataX,2018-01-18T10:09:47Z,1,4.63,61941.0,3.0,1.0,0.25
MDEwOlJlcG9zaXRvcnk0NTM2Mzk1NQ==,11876,lionsoul2014/ip2region,https://github.com/lionsoul2014/ip2region,2015-11-02T00:43:13Z,0,6.84,2335.0,2.0,1.0,0.33333334
MDEwOlJlcG9zaXRvcnk4MDE3MTA3OA==,11860,hyb1996/Auto.js,https://github.com/hyb1996/Auto.js,2017-01-27T01:01:16Z,0,5.6,48388.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk3Nzk5MzU3OA==,11859,LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,2017-01-04T07:47:39Z,111,5.66,38832.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMzA4Mjg2OA==,11853,sqshq/piggymetrics,https://github.com/sqshq/piggymetrics,2015-03-29T17:56:31Z,2,7.44,1881.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMjg0NDQ1Ng==,11582,java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui,2015-03-25T05:28:41Z,18,7.45,19309.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5ODk3ODg3OQ==,11579,Tencent/VasSonic,https://github.com/Tencent/VasSonic,2017-08-01T08:35:13Z,10,5.09,7421.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2MjExNzgxMg==,11507,apache/pulsar,https://github.com/apache/pulsar,2016-06-28T07:00:03Z,58,6.18,415691.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1MTk4MDQx,11445,Netflix/eureka,https://github.com/Netflix/eureka,2012-07-26T22:23:07Z,142,10.11,32742.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMjE4NjI=,11440,projectlombok/lombok,https://github.com/projectlombok/lombok,2009-06-08T19:46:41Z,3,13.24,,,,
MDEwOlJlcG9zaXRvcnkyMDI3NTU0NQ==,11431,google/guice,https://github.com/google/guice,2014-05-28T23:18:53Z,15,8.27,78644.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxODEwMTI0MDY=,11327,macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,2019-04-12T13:20:31Z,0,3.4,28016.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMDY1MTY3Mg==,11326,pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,2014-06-09T15:32:30Z,10,8.24,6873.0,6.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0MDg0OTA4,11317,realm/realm-java,https://github.com/realm/realm-java,2012-04-20T09:18:42Z,0,10.37,109405.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0OTA2ODI0Mw==,11308,Yalantis/uCrop,https://github.com/Yalantis/uCrop,2016-01-05T13:41:06Z,15,6.66,4643.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMTE2NzUx,11159,androidannotations/androidannotations,https://github.com/androidannotations/androidannotations,2012-01-06T08:48:03Z,0,10.66,28800.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0ODM5OTU3,11154,jfeinstein10/SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,2012-06-30T05:14:23Z,0,10.18,3085.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMjI1NDg1Ng==,11135,codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,2014-07-25T11:39:13Z,84,8.11,12579.0,6.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0MDc4Njc1MQ==,11034,permissions-dispatcher/PermissionsDispatcher,https://github.com/permissions-dispatcher/PermissionsDispatcher,2015-08-15T21:41:05Z,40,7.06,3184.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMTc5NDMzNjE=,10844,doocs/source-code-hunter,https://github.com/doocs/source-code-hunter,2019-10-28T01:35:10Z,0,2.85,0.0,,,
MDEwOlJlcG9zaXRvcnk4MzI4NTEzOA==,10829,alibaba/vlayout,https://github.com/alibaba/vlayout,2017-02-27T08:11:47Z,34,5.52,14042.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxNjA5OTk=,10780,apache/zookeeper,https://github.com/apache/zookeeper,2009-03-27T15:41:56Z,0,13.44,115308.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMjkzMzI4MjY=,10725,frank-lam/fullstack-tutorial,https://github.com/frank-lam/fullstack-tutorial,2018-04-13T01:50:10Z,0,4.39,0.0,,,
MDEwOlJlcG9zaXRvcnk0NTgwODc1Ng==,10700,H07000223/FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,2015-11-09T01:53:19Z,4,6.82,2730.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMzg4MjQ1,10647,android-async-http/android-async-http,https://github.com/android-async-http/android-async-http,2011-02-20T03:25:07Z,3,11.54,7620.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk3MTU2MDU=,10636,redis/jedis,https://github.com/redis/jedis,2010-06-11T13:04:43Z,69,12.23,56068.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,10632,quarkusio/quarkus,https://github.com/quarkusio/quarkus,2018-07-06T00:44:20Z,187,4.16,472550.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0ODQyNzkxNA==,10616,lingochamp/FileDownloader,https://github.com/lingochamp/FileDownloader,2015-12-22T11:17:16Z,65,6.7,14387.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5NjIzMDY0,10517,code4craft/webmagic,https://github.com/code4craft/webmagic,2013-04-23T12:57:36Z,21,9.37,8572.0,4.0,1.0,0.0
R_kgDOHMKsgg,10507,Grasscutters/Grasscutter,https://github.com/Grasscutters/Grasscutter,2022-04-17T12:43:46Z,1,0.38,0.0,,,
MDEwOlJlcG9zaXRvcnkyMjA0Mzg0Nw==,10494,mission-peace/interview,https://github.com/mission-peace/interview,2014-07-20T21:27:31Z,0,8.13,27259.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk4ODcwMzMxNQ==,10487,gyf-dev/ImmersionBar,https://github.com/gyf-dev/ImmersionBar,2017-04-19T05:10:09Z,0,5.38,7237.0,5.0,2.0,0.33333334
MDEwOlJlcG9zaXRvcnk4NzUzNjA0Ng==,10478,janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,2017-04-07T10:46:50Z,3,5.41,2.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0OTcxMjg0Mw==,10445,jeasonlzy/okhttp-OkGo,https://github.com/jeasonlzy/okhttp-OkGo,2016-01-15T10:35:24Z,14,6.64,13418.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1MTE5OTMyMg==,10420,lipangit/JiaoZiVideoPlayer,https://github.com/lipangit/JiaoZiVideoPlayer,2016-02-06T11:04:24Z,78,6.58,4511.0,6.0,2.0,0.2173913
MDEwOlJlcG9zaXRvcnk0MzM3MDYxMA==,10368,tbruyelle/RxPermissions,https://github.com/tbruyelle/RxPermissions,2015-09-29T13:55:09Z,11,6.93,876.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2NjUwNTM5,10361,neo4j/neo4j,https://github.com/neo4j/neo4j,2012-11-12T08:46:15Z,72,9.81,538095.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0Njg0NDk1OA==,10237,DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java,2015-11-25T07:30:08Z,0,6.78,10840.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMTU1Nzkz,10200,JakeWharton/ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,2011-08-04T17:13:44Z,0,11.09,2947.0,5.5,3.0,0.0
MDEwOlJlcG9zaXRvcnkzODQxNTQ5OA==,10195,careercup/CtCI-6th-Edition,https://github.com/careercup/CtCI-6th-Edition,2015-07-02T06:28:46Z,0,7.18,21093.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2NTA3MzY0OA==,10187,JessYanCoding/MVPArms,https://github.com/JessYanCoding/MVPArms,2016-08-06T08:49:56Z,25,6.08,5986.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1NDc4MzQ2Mg==,10186,daniulive/SmarterStreaming,https://github.com/daniulive/SmarterStreaming,2016-03-26T14:46:02Z,0,6.44,10750.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMzc5NDA1OTI=,10181,dromara/Sa-Token,https://github.com/dromara/Sa-Token,2020-02-03T10:34:29Z,24,2.58,15024.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMjMxMzM4Mw==,10121,pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,2015-03-16T09:13:07Z,6,7.47,41008.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzNDg2NTE3NDY=,10106,chefyuan/algorithm-base,https://github.com/chefyuan/algorithm-base,2021-03-17T09:32:28Z,0,1.47,0.0,,,
MDEwOlJlcG9zaXRvcnk2NTg4NQ==,10102,aosp-mirror/platform_frameworks_base,https://github.com/aosp-mirror/platform_frameworks_base,2008-10-21T18:20:37Z,0,13.87,,,,
MDEwOlJlcG9zaXRvcnkyNzcyOTkyNg==,10012,grpc/grpc-java,https://github.com/grpc/grpc-java,2014-12-08T19:00:00Z,115,7.74,217364.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMDIzMDM2OQ==,9842,google/auto,https://github.com/google/auto,2013-05-22T21:41:56Z,55,9.29,30194.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzNjgxNzU2NQ==,9804,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,2015-06-03T16:55:01Z,280,7.26,177558.0,3.0,1.0,0.4166667
MDEwOlJlcG9zaXRvcnk3OTYxOTkx,9785,square/javapoet,https://github.com/square/javapoet,2013-02-01T16:56:30Z,0,9.59,7518.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1MjM0NDk1Mg==,9728,YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,2016-02-23T08:54:55Z,30,6.53,8981.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyOTAxMjA1OA==,9698,wasabeef/glide-transformations,https://github.com/wasabeef/glide-transformations,2015-01-09T10:33:29Z,0,7.65,991.0,5.0,2.0,0.53333336
MDEwOlJlcG9zaXRvcnkyMzUyNzQ0,9672,apereo/cas,https://github.com/apereo/cas,2011-09-09T01:36:42Z,230,10.99,191636.0,8.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0NDI0MzA=,9668,jhy/jsoup,https://github.com/jhy/jsoup,2009-12-19T01:29:58Z,8,12.71,28997.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0NDg4MzA1Mw==,9651,HarlonWang/AVLoadingIndicatorView,https://github.com/HarlonWang/AVLoadingIndicatorView,2015-10-24T20:18:33Z,1,6.86,2161.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNjU2ODIzNA==,9645,liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,2014-11-13T03:13:10Z,8,7.81,5476.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk3NDc1MTI=,9639,clojure/clojure,https://github.com/clojure/clojure,2010-06-29T20:03:33Z,0,12.18,44080.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNjM2MzQyMQ==,9615,ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,2014-11-08T14:45:20Z,0,7.82,12621.0,3.0,2.0,0.0
MDEwOlJlcG9zaXRvcnkzMzIxODQxNA==,9571,react-native-camera/react-native-camera,https://github.com/react-native-camera/react-native-camera,2015-04-01T00:54:40Z,144,7.43,0.0,,,
MDEwOlJlcG9zaXRvcnkxNTYzMTcxNTQ=,9556,theonedev/onedev,https://github.com/theonedev/onedev,2018-11-06T02:57:01Z,183,3.83,229802.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0ODQ0NjY4MA==,9543,googlesamples/easypermissions,https://github.com/googlesamples/easypermissions,2015-12-22T18:05:53Z,12,6.7,1705.0,8.0,1.0,0.6666667
MDEwOlJlcG9zaXRvcnkxMjU2MDAzOTU=,9433,paascloud/paascloud-master,https://github.com/paascloud/paascloud-master,2018-03-17T05:40:43Z,0,4.47,16428.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMDQxMDc2NA==,9427,umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,2013-05-31T18:33:53Z,8,9.26,2011.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMzQ5NzI4,9425,pockethub/PocketHub,https://github.com/pockethub/PocketHub,2011-09-08T16:52:50Z,1,10.99,6980.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxNzA1OTYw,9353,perwendel/spark,https://github.com/perwendel/spark,2011-05-05T11:52:05Z,0,11.33,9588.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMjAzNTQ4Nw==,9327,bilibili/DanmakuFlameMaster,https://github.com/bilibili/DanmakuFlameMaster,2013-08-11T12:18:50Z,5,9.07,12879.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNzUxOTgwMA==,9311,MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,2014-12-04T02:46:54Z,7,7.75,92939.0,3.0,1.0,0.3333333
MDEwOlJlcG9zaXRvcnkyMjM4ODE1NzY=,9294,macrozheng/mall-swarm,https://github.com/macrozheng/mall-swarm,2019-11-25T06:55:31Z,2,2.78,101020.0,3.0,1.0,0.15625
MDEwOlJlcG9zaXRvcnk0ODE0MTI=,9289,TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket,2010-01-20T23:33:04Z,14,12.62,14496.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2MTk4MDA3Mw==,9232,hackware1993/MagicIndicator,https://github.com/hackware1993/MagicIndicator,2016-06-26T08:20:43Z,12,6.19,4533.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMDk5MjE0MDI=,9227,newbee-ltd/newbee-mall,https://github.com/newbee-ltd/newbee-mall,2019-09-21T03:56:04Z,0,2.95,3910.0,2.0,1.0,0.33333334
MDEwOlJlcG9zaXRvcnk3OTA1NTM5,9171,koral--/android-gif-drawable,https://github.com/koral--/android-gif-drawable,2013-01-30T01:37:46Z,57,9.59,2946.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5NTIwODYyMw==,9154,lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed,2017-06-23T10:06:30Z,4,5.2,484.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5NjcwNDI2NQ==,9145,MindorksOpenSource/android-interview-questions,https://github.com/MindorksOpenSource/android-interview-questions,2017-07-09T18:47:24Z,0,5.16,5.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxOTI1NzQyMg==,9094,questdb/questdb,https://github.com/questdb/questdb,2014-04-28T23:29:15Z,53,8.35,283942.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNDYyODkyMw==,9075,navasmdc/MaterialDesignLibrary,https://github.com/navasmdc/MaterialDesignLibrary,2014-09-30T07:37:17Z,3,7.93,2927.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMTM2NTMyNQ==,9064,lzyzsd/JsBridge,https://github.com/lzyzsd/JsBridge,2015-02-26T12:10:58Z,0,7.52,920.0,1.5,1.0,0.0
MDEwOlJlcG9zaXRvcnk2MjIwNjQ0,8973,OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,2012-10-15T02:22:48Z,37,9.89,65306.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1NzkzNzM4,8911,Activiti/Activiti,https://github.com/Activiti/Activiti,2012-09-13T11:34:43Z,33,9.97,143281.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNDA0MDI3,8897,nathanmarz/storm,https://github.com/nathanmarz/storm,2011-09-17T07:55:13Z,0,10.97,60552.0,3.0,1.0,0.125
MDEwOlJlcG9zaXRvcnkxMzgzNjExNTA=,8873,doocs/jvm,https://github.com/doocs/jvm,2018-06-23T01:12:59Z,0,4.2,5.0,0.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2MjcyMjgxNA==,8871,asLody/VirtualApp,https://github.com/asLody/VirtualApp,2016-07-06T13:25:23Z,0,6.16,46624.0,2.0,2.0,0.0
MDEwOlJlcG9zaXRvcnk1MTcyNzMyNQ==,8777,laobie/StatusBarUtil,https://github.com/laobie/StatusBarUtil,2016-02-15T03:06:06Z,0,6.55,1036.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyODc0MDAx,8759,chrisbanes/Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh,2011-11-29T09:59:56Z,0,10.77,3567.0,4.5,2.0,0.0
MDEwOlJlcG9zaXRvcnk5NTc1MDM5MQ==,8734,didi/VirtualAPK,https://github.com/didi/VirtualAPK,2017-06-29T07:25:05Z,4,5.18,7981.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0OTAzMDQ1MQ==,8706,GcsSloop/AndroidNote,https://github.com/GcsSloop/AndroidNote,2016-01-04T23:51:36Z,0,6.67,402.0,1.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzOTEwNTU1OTc=,8631,kunal-kushwaha/DSA-Bootcamp-Java,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,2021-07-30T12:23:25Z,0,1.1,4953.0,1.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5MTA2NTQwMg==,8631,Justson/AgentWeb,https://github.com/Justson/AgentWeb,2017-05-12T07:45:56Z,19,5.31,11378.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=,8622,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,2019-03-01T16:39:25Z,29,3.51,91379.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMTAwODA3Ng==,8616,stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,10,9.19,533009.0,3.0,1.0,0.083333336
MDEwOlJlcG9zaXRvcnkxNTMyODIxMA==,8614,chrisjenx/Calligraphy,https://github.com/chrisjenx/Calligraphy,2013-12-20T02:35:45Z,4,8.71,968.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyNTA2MjMwMw==,8603,android/testing-samples,https://github.com/android/testing-samples,2014-10-11T03:51:27Z,0,7.9,1860.0,6.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMzk4MjE4MA==,8540,jwtk/jjwt,https://github.com/jwtk/jjwt,2014-09-13T01:06:24Z,0,7.98,5254.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzMzM5MDUyMw==,8540,Freelander/Android_Data,https://github.com/Freelander/Android_Data,2015-04-04T01:37:44Z,0,7.42,116.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMzQxNjQ3Nzc=,8508,crossoverJie/cim,https://github.com/crossoverJie/cim,2018-05-20T15:55:56Z,7,4.29,7280.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2MDcyNDQz,8482,cats-oss/android-gpuimage,https://github.com/cats-oss/android-gpuimage,2012-10-04T08:11:58Z,0,9.92,6341.0,2.0,2.0,0.0
MDEwOlJlcG9zaXRvcnk1Mzk5MTE3MQ==,8436,roughike/BottomBar,https://github.com/roughike/BottomBar,2016-03-16T01:31:05Z,4,6.47,2834.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk4ODUyNDE0OQ==,8431,Blankj/awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode,2017-04-17T15:51:41Z,0,5.38,1772.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk4NDYzMTY3OQ==,8405,huanghaibin-dev/CalendarView,https://github.com/huanghaibin-dev/CalendarView,2017-03-11T07:16:09Z,0,5.48,11557.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk5NTA0MjE0,8376,facebook/buck,https://github.com/facebook/buck,2013-04-17T18:12:18Z,57,9.38,356611.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMDYzMTA=,8349,junit-team/junit4,https://github.com/junit-team/junit4,2009-01-13T03:41:26Z,13,13.64,32975.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMjA0NjM1MzI=,8287,alibaba/COLA,https://github.com/alibaba/COLA,2018-02-06T13:46:27Z,9,4.57,5653.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxMDk4MTk5NA==,8287,OpenFeign/feign,https://github.com/OpenFeign/feign,2013-06-26T23:28:16Z,24,9.19,29293.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1NDMwODExMw==,8280,ybq/Android-SpinKit,https://github.com/ybq/Android-SpinKit,2016-03-20T08:40:51Z,0,6.46,1812.0,5.0,2.0,0.0
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,8276,dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,2011-01-19T19:52:29Z,127,11.62,41176.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzNjc5MzI4MA==,8245,resilience4j/resilience4j,https://github.com/resilience4j/resilience4j,2015-06-03T09:21:01Z,29,7.26,45015.0,5.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMzc4Njc4ODM=,8226,metersphere/metersphere,https://github.com/metersphere/metersphere,2020-02-03T02:06:12Z,159,2.58,234121.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk1NzE0NzM0OQ==,8209,firebase/quickstart-android,https://github.com/firebase/quickstart-android,2016-04-26T17:13:27Z,0,6.36,6551.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzNDUzMzI4Ng==,8204,florent37/MaterialViewPager,https://github.com/florent37/MaterialViewPager,2015-04-24T17:53:15Z,11,7.36,1616.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,8131,cryptomator/cryptomator,https://github.com/cryptomator/cryptomator,2014-02-02T00:43:47Z,133,8.59,13769.0,6.0,1.0,0.027777778
MDEwOlJlcG9zaXRvcnkxOTA5NjQ4NjE=,8104,gyoogle/tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,2019-06-09T04:42:57Z,0,3.24,636.0,1.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0NDA1MDA2Ng==,8080,shwenzhang/AndResGuard,https://github.com/shwenzhang/AndResGuard,2015-10-11T11:48:06Z,4,6.9,6506.0,2.0,1.0,0.5416667
MDEwOlJlcG9zaXRvcnk4MzM5ODEwMA==,8076,alibaba/atlas,https://github.com/alibaba/atlas,2017-02-28T06:31:43Z,7,5.51,157514.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk3MzkyNzM4Mw==,8046,amitshekhariitbhu/Android-Debug-Database,https://github.com/amitshekhariitbhu/Android-Debug-Database,2016-11-16T14:20:24Z,12,5.8,2393.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk2NTI0NTg5MA==,7999,airbnb/epoxy,https://github.com/airbnb/epoxy,2016-08-08T23:05:11Z,70,6.07,43183.0,4.0,2.0,0.33333334
MDEwOlJlcG9zaXRvcnk0Mjk4NDcyNw==,7901,ChrisRM/material-theme-jetbrains,https://github.com/ChrisRM/material-theme-jetbrains,2015-09-23T07:15:04Z,17,6.95,14517.0,3.0,2.0,0.0
MDEwOlJlcG9zaXRvcnk0OTg1MDcwNA==,7899,hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework,2016-01-18T03:51:39Z,25,6.63,17927.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0MTIzMzkyMA==,7892,HannahMitt/HomeMirror,https://github.com/HannahMitt/HomeMirror,2015-08-23T03:20:08Z,0,7.03,1719.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0OTMxNjU5,7888,Netflix/SimianArmy,https://github.com/Netflix/SimianArmy,2012-07-06T22:00:05Z,4,10.16,16056.0,4.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk4MzA1MTMy,7876,guolindev/LitePal,https://github.com/guolindev/LitePal,2013-02-20T03:20:07Z,0,9.54,11830.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyODMwNDY0OTc=,7862,airbytehq/airbyte,https://github.com/airbytehq/airbyte,2020-07-27T23:55:54Z,260,2.11,23476.0,4.0,1.0,0.25
MDEwOlJlcG9zaXRvcnkxNDY4MTE2OA==,7840,JakeWharton/hugo,https://github.com/JakeWharton/hugo,2013-11-25T09:16:40Z,0,8.77,384.0,7.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkyMTg2ODk5ODI=,7835,KunMinX/Jetpack-MVVM-Best-Practice,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,2019-10-31T05:21:01Z,0,2.84,3788.0,3.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkxNTA0MDU5Ng==,7803,signalapp/Signal-Server,https://github.com/signalapp/Signal-Server,2013-12-09T07:10:36Z,0,8.74,32866.0,4.0,1.0,0.2583333399999999
MDEwOlJlcG9zaXRvcnkzNzA5MDg3NQ==,7711,react-native-image-picker/react-native-image-picker,https://github.com/react-native-image-picker/react-native-image-picker,2015-06-08T20:25:31Z,108,7.24,794.0,2.0,1.0,0.0
MDEwOlJlcG9zaXRvcnkzOTM4NTYyMQ==,7710,trello/RxLifecycle,https://github.com/trello/RxLifecycle,2015-07-20T13:32:23Z,22,7.13,2368.0,6.0,1.0,0.0
MDEwOlJlcG9zaXRvcnk0MjMwNDc0OQ==,7674,apache/shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob,2015-09-11T11:28:52Z,27,6.98,7574.0,5.0,1.0,0.375
